0.185841328	0.229878245	0.150353322	2.267962444	1.72085425	0																									
0.16285377	0.293619897	0.148429586	2.112106101	1.726711829	0																									
0.149332758	0.347589881	0.139985797	1.689751437	1.734865801	0																									
0.137193647	0.416721256	0.147865432	2.116532577	1.761369401	0																									
0.082350665	0.480389313	0.174387346	2.342011704	1.766493641	0																									
0.042527725	0.113711794	0.062943565	2.165334368	0.652820898	0																									
0.015871025	0.060153267	0.04326109	0.463642466	0.419611534	0																									
0.133612951	-0.012046736	0.006117654	0.217226284	0.415622133	0																									
0.143917822	-0.081606368	-0.023210736	0.14021877	0.335293914	0																									
0.121398651	-0.157607077	-0.024841267	0.05588166	0.348424142	0																									
0.025334959	0.091022206	0.076861479	2.856897469	0.561586902	0																									
-0.00209085	0.118304955	0.080861712	1.427657701	0.530551434	0																									
0.126983871	0.157735498	0.102016883	2.133343537	0.587171913	0																									
0.03102573	0.172274109	0.10055332	2.032032444	0.558337155	0																									
-0.002362155	0.195648237	0.106633427	0.737438666	0.464826457	0																									
0.153856641	0.287432689	0.025665495	0.56163587	7.791179666	0																									
0.13268283	0.259006654	0.041638871	0.485744258	7.341298684	0																									
0.129001689	0.260181079	0.086078556	0.457902431	8.484845845	0																									
0.139389417	0.294976651	0.099751848	0.521519304	8.059489727	0																									
0.177559018	0.318178369	0.076718101	0.984785121	8.80635464	0																									
0.446115165	0.187521901	0.064010813	1.5871698	0.916700636	0																									
0.364558795	0.226812959	0.081215174	2.138496486	0.993945485	0																									
0.414778159	0.233613556	0.094397251	0.962392775	1.016819994	0																									
0.433313418	0.280107382	0.091127403	0.793203037	1.033731128	0																									
0.358337075	0.259580345	0.063565843	1.030665225	0.900808239	0																									
0.159595036	1.285778618	0.21299536	2.292894774	1.713721542	0																									
0.110984759	0.614000311	0.122941581	1.526000995	0.979656441	0																									
0.10428021	0.591620892	0.131018852	1.447542362	0.98993139	0																									
0.142894742	0.558405118	0.127179539	1.686395432	0.971995821	0																									
0.168631045	0.565340552	0.132956361	1.70074494	0.997339338	0																									
0.002757208	0.302938396	0.112178982	0.962421525	1.417835198	0																									
0.019575489	0.298207455	0.039413485	0.551500778	1.270269257	0																									
0.037767084	0.232223292	0.019980751	0.537613522	1.228758422	0																									
0.145126428	0.222184101	0.056266511	0.473779644	1.114420009	0																									
0.079014103	-0.30658006	-0.056902612	0.05568048	0.938381457	0																									
0.214309949	0.152517582	0.094172316	1.140096162	1.696753965	0																									
0.195190833	0.113970562	0.073970598	1.080464619	1.476163461	0																									
0.109827276	0.159130213	0.086368078	1.387753124	1.612765839	0																									
0.133083792	0.185597589	0.079261811	1.253603942	1.645788692	0																									
0.115548956	0.211499939	0.060814025	0.945765776	1.664959293	0																									
0.07255439	0.270165357	0.097046429	1.612211605	0.778521596	0																									
0.043181931	0.31477073	0.119144781	1.681265331	0.885016541	0																									
0.047840031	0.322293645	0.114132144	1.896358299	0.833561539	0																									
0.109601223	0.3676208	0.120527228	2.466723507	0.876978784	0																									
0.09923475	0.372477992	0.129052294	2.675653877	0.864698059	0																									
-0.033380617	0.213417841	0.078159745	4.207267781	0.233606689	0																									
-0.031070728	0.211761387	0.131615778	3.614774024	0.292200473	0																									
-0.019593197	0.21170745	0.127413441	2.282363448	0.281457053	0																									
-0.027291268	0.226043536	0.121200648	2.615195709	0.289347403	0																									
-0.037134988	0.242731331	0.123290021	1.40216501	0.317041651	0																									
-0.027759712	-0.114763776	0.039783537	0.10934576	0.21558123	0																									
0.008728563	-0.125728118	0.048903312	0.278811084	0.265777944	0																									
0.04716634	-0.162836464	0.043603673	0.272476588	0.271684425	0																									
0.063283634	-0.166969324	0.040343648	0.280969149	0.267410743	0																									
0.019068216	-0.141285218	0.048763357	0.500002365	0.27475782	0																									
0.224844826	-0.166071126	0.06964745	3.629472761	0.992322146	0																									
0.292706064	-0.078624112	0.103617754	4.091648505	1.082198561	0																									
0.334153222	0.02140207	0.130350517	7.065028723	1.123167103	0																									
