0.342889853	0.309925101	0.054186755	4.603598752	0.770679814	0
0.41319605	0.277059725	0.051980073	1.795745321	0.714466692	0
0.327127175	0.178052494	-0.025178979	1.04719039	0.536648157	0
0.113729867	0.130805163	-0.007689155	1.45888212	0.43960084	0
0.049867645	0.119064177	-0.021290845	1.488659675	0.466285643	0
-0.311854175	-0.524599517	-0.517159316	0.165422945	0.329805001	1
0.163724604	0.017735014	0.023540246	0.50214356	0.177112801	1
0.377050028	0.014810213	0.065335086	4.376644711	0.173349212	1
0.511093934	-0.036487798	0.063576717	29.47864124	0.231326251	1
0.685435144	-0.106968866	0.041482184	52.48018521	0.230773841	1
